,class,stained_cell_count,light_stain_count
9583,class3,3336,5005
9584,class3,3978,4675
9585,class3,4832,9136
9586,class6,2271,2677
9587,class6,2258,808
9588,class3,3103,4175
9589,class6,2010,3075
9590,class2,78,3320
9591,class6,2219,171
9592,class0,1869,923
9593,class7,8,645
9594,class1,3305,4925
9595,class3,4500,2010
9596,class6,3272,8496
9597,class1,4050,2101
9598,class7,101,111
9599,class2,104,6017
9600,class7,97,127
9601,class7,351,37
9602,class2,208,1
9603,class3,2980,11275
9604,class7,1,216
9605,class1,3307,8416
9606,class1,3569,2414
9607,class1,2217,9111
9608,class2,784,176
9609,class1,2814,3792
9610,class2,181,5452
9611,class4,6475,765
9612,class6,2743,927
9613,class6,3382,267
9614,class6,2798,7252
9615,class6,2667,7424
9616,class7,868,2734
9617,class3,7331,7103
9618,class7,6,266
9619,class6,3295,650
9620,class5,4540,1588
9621,class1,3947,2965
9622,class3,3664,1962
9623,class3,4228,3940
9624,class1,4411,4617
9625,class4,3831,908
9626,class7,0,271
9627,class1,4096,10184
9628,class2,469,140
9629,class2,1282,164
9630,class1,3733,6047
9631,class6,2324,3292
9632,class3,3353,2717
9633,class1,373,7756
9634,class4,4730,2754
9635,class7,0,624
9636,class6,1527,315
9637,class3,6895,5199
9638,class4,5229,868
9639,class6,1685,2221
9640,class1,2754,2377
9641,class1,2723,4566
9642,class6,3277,661
9643,class6,1820,1537
9644,class7,169,103
9645,class4,6261,3278
9646,class6,2317,3583
9647,class1,950,6393
9648,class6,4004,5267
9649,class1,1978,4212
9650,class7,629,35
9651,class1,3463,1780
9652,class3,6747,629
9653,class1,5132,3012
9654,class4,5664,720
9655,class3,5994,4527
9656,class4,4526,3313
9657,class6,3134,4313
9658,class2,1268,1011
9659,class0,5022,979
9660,class6,2000,9551
9661,class2,405,1254
9662,class2,1882,240
9663,class2,1509,354
9664,class0,5873,780
9665,class6,1583,82
9666,class1,3855,5675
9667,class5,2336,897
9668,class6,3620,406
9669,class6,4036,3656
9670,class2,536,3399
9671,class1,3395,1272
9672,class7,510,440
9673,class6,2344,1256
9674,class0,5418,1282
9675,class6,2145,770
9676,class3,3937,6855
9677,class3,5778,3739
9678,class7,191,765
9679,class7,29,229
9680,class2,344,145
9681,class6,1827,2713
9682,class7,907,532
9683,class3,4740,8361
9684,class3,2777,1877
9685,class2,811,4933
9686,class0,5415,3241
9687,class2,147,3121
9688,class6,2587,583
9689,class6,2294,1969
9690,class2,677,410
9691,class6,2083,209
9692,class5,7104,1469
9693,class3,0,217
9694,class2,578,2782
9695,class2,25,28
9696,class3,5283,3563
9697,class7,130,14079
9698,class0,5540,863
9699,class6,2869,4460
9700,class5,3269,2396
9701,class2,1396,253
9702,class1,2784,6197
9703,class5,2219,799
9704,class2,285,47
9705,class1,4654,10754
9706,class1,2118,5504
9707,class5,4559,705
9708,class3,6178,1463
9709,class3,4079,5875
9710,class3,5523,9233
9711,class1,3174,2684
9712,class0,5168,156
9713,class3,4571,1977
9714,class6,1726,4233
9715,class1,4427,6956
9716,class2,612,274
9717,class7,257,106
9718,class6,2759,1902
9719,class6,2467,940
9720,class0,6216,5095
9721,class3,4767,524
9722,class1,4867,2854
9723,class6,1904,6696
9724,class7,17,32
9725,class5,5018,683
9726,class0,5970,501
9727,class7,1,440
9728,class2,1480,2038
9729,class4,3135,613
9730,class4,3724,480
9731,class3,10691,2758
9732,class7,113,413
9733,class6,1006,11
9734,class2,4220,358
9735,class3,4347,3772
9736,class6,1892,1506
9737,class6,3446,3401
9738,class5,2167,1323
9739,class6,2817,675
9740,class6,2428,2724
9741,class0,4632,5381
9742,class6,4593,8289
9743,class1,3455,1151
9744,class1,4481,3098
9745,class3,5983,6775
9746,class6,2786,5950
9747,class3,4109,6476
9748,class1,3230,2807
9749,class7,360,4365
9750,class1,3456,1907
9751,class0,7489,1735
9752,class2,286,1758
9753,class1,4754,4582
9754,class1,2905,1550
9755,class5,7210,225
9756,class3,3626,4889
9757,class3,3604,1052
9758,class6,2718,195
9759,class3,3503,4415
9760,class5,4745,3686
9761,class7,241,210
9762,class2,275,2231
9763,class6,1713,5082
9764,class7,151,26
9765,class1,4293,1843
9766,class6,275,16
9767,class6,2231,1193
9768,class3,5889,4536
9769,class3,4903,2182
9770,class6,2628,523
9771,class7,0,458
9772,class1,2282,6624
9773,class1,2779,4483
9774,class3,6421,9391
9775,class4,6025,429
9776,class4,2926,2378
9777,class6,1892,3343
9778,class5,6894,1708
9779,class3,5510,474
9780,class2,626,137
9781,class2,351,603
9782,class1,2985,3144
9783,class3,0,0
9784,class7,4,137
9785,class6,3239,3325
9786,class7,5,459
9787,class3,3815,2282
9788,class4,4192,391
9789,class1,3833,913
9790,class6,2037,9696
9791,class3,5467,4140
9792,class2,162,935
9793,class1,2498,5001
9794,class4,5267,56
9795,class1,2482,9826
9796,class3,6466,1158
9797,class7,224,1396
9798,class4,3416,2676
9799,class4,4370,1250
9800,class7,646,40
9801,class7,351,358
9802,class0,4856,1238
9803,class2,105,3280
9804,class1,3654,2942
9805,class1,3838,1413
9806,class2,920,762
9807,class4,5026,405
9808,class5,4168,4440
9809,class7,132,486
9810,class3,4030,1052
9811,class7,703,2127
9812,class6,1930,2885
9813,class6,1612,241
9814,class6,2464,1176
9815,class6,2988,3541
9816,class5,1969,669
9817,class4,4797,3333
9818,class5,3009,2183
9819,class6,2372,2320
9820,class6,3432,255
9821,class6,1911,884
9822,class7,1012,681
9823,class6,3027,501
9824,class2,2879,374
9825,class6,1926,1626
9826,class2,971,509
9827,class1,4292,3155
9828,class7,0,57
9829,class3,4344,895
9830,class4,2718,313
9831,class6,2785,4056
9832,class6,1352,147
9833,class1,2599,2356
9834,class1,3616,6160
9835,class3,2103,2159
9836,class3,2569,4405
9837,class7,98,52
9838,class7,349,380
9839,class2,1970,46
9840,class7,744,275
9841,class4,3874,43
9842,class5,4097,692
9843,class7,166,205
9844,class6,3655,2902
9845,class7,281,71
9846,class1,2498,4560
9847,class0,6045,633
9848,class0,4829,1769
9849,class4,3751,74
9850,class2,209,43
9851,class6,4306,1591
9852,class6,2389,1064
9853,class7,214,955
9854,class1,2010,3613
9855,class1,477,5727
9856,class2,3186,2164
9857,class5,7101,985
9858,class6,310,12
9859,class6,2442,8478
9860,class2,1527,473
9861,class3,4430,8894
9862,class1,3325,4431
9863,class0,4936,813
9864,class3,4825,1130
9865,class7,845,28
9866,class3,4019,1256
9867,class2,446,2896
9868,class5,3439,2921
9869,class6,3940,577
9870,class3,3436,1628
9871,class1,3934,3692
9872,class0,4451,1221
9873,class2,79,10385
9874,class3,3480,6943
9875,class6,3032,797
9876,class6,1982,840
9877,class1,2551,3899
9878,class6,2441,3364
9879,class4,5107,656
9880,class7,40,189
9881,class6,3800,564
9882,class7,17,113
9883,class1,342,3517
9884,class0,5164,5084
9885,class6,3248,290
9886,class5,5871,818
9887,class0,6377,1630
9888,class6,768,3
9889,class3,3536,1494
9890,class3,9639,5842
9891,class4,2319,81
9892,class3,4524,932
9893,class5,2082,450
9894,class1,3083,7547
9895,class5,5613,5298
9896,class6,2758,4009
9897,class7,139,246
9898,class5,4440,1230
9899,class1,1982,3666
9900,class3,4379,4333
9901,class5,2437,1096
9902,class7,42,76
9903,class2,3554,381
9904,class7,723,866
9905,class1,1829,6206
9906,class4,4143,157
9907,class1,2631,6524
9908,class7,415,213
9909,class6,2859,4241
9910,class3,4099,7713
9911,class2,1798,8
9912,class0,4566,517
9913,class7,75,1259
9914,class3,3516,989
9915,class1,2956,6372
9916,class2,617,3721
9917,class6,2491,1780
9918,class2,173,3967
9919,class3,4896,5228
9920,class6,3146,3595
9921,class6,2089,2479
9922,class4,5018,679
9923,class2,912,2764
9924,class7,86,177
9925,class3,5426,1742
9926,class4,3503,2181
9927,class6,2825,2600
9928,class6,1480,751
9929,class1,4704,4201
9930,class7,23,750
9931,class2,528,4161
9932,class5,1842,990
9933,class6,2855,1202
9934,class6,4042,3705
9935,class1,4764,7872
9936,class7,0,226
9937,class6,1463,177
9938,class5,5790,1686
9939,class0,3719,900
9940,class2,1224,2352
9941,class6,2851,819
9942,class0,4061,1550
9943,class1,3695,1774
9944,class1,3314,4303
9945,class2,3108,555
9946,class7,2,139
9947,class1,3876,3287
9948,class6,2859,4042
9949,class1,1682,4426
9950,class3,4512,2464
9951,class3,3475,5826
9952,class1,4576,3472
9953,class6,3272,1242
9954,class7,346,107
9955,class1,2865,5167
9956,class3,4391,4145
9957,class1,1416,5386
9958,class0,4902,2299
9959,class3,6281,719
9960,class2,345,327
9961,class2,1057,192
9962,class6,2589,974
9963,class3,4438,2300
9964,class7,351,16
9965,class0,5696,960
9966,class7,9,247
9967,class4,5109,1967
9968,class3,4431,3516
9969,class1,3957,4064
9970,class3,4338,852
9971,class6,3759,1720
9972,class2,258,638
9973,class1,3060,8270
9974,class3,6634,4924
9975,class7,261,3
9976,class4,5818,307
9977,class6,2937,1621
9978,class6,3556,3557
9979,class4,4872,1732
9980,class0,4880,3196
9981,class5,3229,2601
9982,class1,3851,4041
9983,class1,3712,3518
9984,class1,3168,4158
9985,class6,2613,2603
9986,class3,7883,1405
9987,class1,1655,5225
9988,class6,530,30
9989,class3,4055,4573
9990,class1,2938,2695
9991,class5,4678,3277
9992,class6,2790,375
9993,class3,4637,9245
9994,class0,5162,2057
9995,class7,50,384
9996,class0,1386,36
9997,class5,4109,3986
9998,class5,1299,720
9999,class7,36,536
10000,class3,3358,5213
10001,class3,7218,2982
10002,class1,3304,5593
10003,class1,4411,3291
10004,class1,3256,4054
10005,class1,3596,4147
10006,class6,3315,1854
10007,class5,4115,1917
10008,class1,3969,1194
10009,class1,3245,2580
10010,class1,2667,2470
10011,class7,471,556
10012,class3,3274,2804
10013,class3,2765,4462
10014,class5,5891,6187
10015,class4,5495,705
10016,class2,694,112
10017,class6,2155,2334
10018,class3,0,0
10019,class1,2161,1271
10020,class6,2506,512
10021,class3,3363,1335
10022,class3,4370,2556
10023,class0,4354,2173
10024,class0,5642,1779
10025,class1,3771,3878
10026,class1,2422,964
10027,class3,52,3667
10028,class1,4445,9931
10029,class6,2063,6280
10030,class7,101,131
10031,class2,77,656
10032,class3,2708,3190
10033,class0,3105,2819
10034,class1,3026,4151
10035,class1,3962,4247
10036,class1,2723,5068
10037,class2,315,2153
10038,class7,101,929
10039,class1,2479,4725
10040,class6,1668,338
10041,class1,2737,5560
10042,class7,772,33
10043,class2,622,3156
10044,class1,4490,4335
10045,class0,4472,3694
10046,class5,5261,3698
10047,class0,206,0
10048,class2,231,5164
10049,class1,3457,1223
10050,class7,8,183
10051,class6,1627,798
10052,class6,3254,4414
10053,class2,1937,24
10054,class5,939,412
10055,class3,8998,4743
10056,class7,16,4742
10057,class7,3,1934
10058,class6,4980,982
10059,class6,2859,3503
10060,class6,3572,1220
10061,class7,43,957
10062,class0,4401,1263
10063,class0,4208,858
10064,class1,2713,2477
10065,class6,2516,1885
10066,class7,117,3919
10067,class7,177,111
10068,class6,2882,3048
10069,class3,2778,3448
10070,class6,3296,2440
10071,class3,4827,2590
10072,class2,524,655
10073,class2,160,4685
10074,class2,223,1833
10075,class3,3101,4631
10076,class2,340,137
10077,class6,2684,3018
10078,class6,2848,4526
10079,class6,1803,565
10080,class7,0,506
10081,class3,1915,7847
10082,class2,155,700
10083,class7,6,130
10084,class7,7,278
10085,class7,54,215
10086,class6,2962,1072
10087,class6,2233,685
10088,class3,6355,7303
10089,class4,3840,26
10090,class6,2578,928
10091,class4,4948,261
10092,class7,245,299
10093,class1,3416,3398
10094,class7,572,416
10095,class1,2689,2412
10096,class7,304,6552
10097,class0,4298,1375
10098,class6,1514,5967
10099,class1,2899,1714
10100,class4,3346,341
10101,class6,2355,1990
10102,class7,853,4681
10103,class7,40,382
10104,class3,5872,1903
10105,class6,3513,2606
10106,class3,4737,4589
10107,class6,2335,1429
10108,class0,3150,1581
10109,class6,2589,8022
10110,class7,9,403
10111,class2,1299,325
10112,class6,2795,3508
10113,class3,4117,3687
10114,class7,6,280
10115,class7,20,489
10116,class6,3040,1201
10117,class2,216,222
10118,class3,3858,5725
10119,class6,2334,1893
10120,class1,3649,5504
10121,class1,2875,2639
10122,class2,588,652
10123,class3,6027,7044
10124,class3,4525,4381
10125,class1,3783,6100
10126,class7,848,1306
10127,class6,4152,852
10128,class6,1950,1578
10129,class7,916,2008
10130,class7,0,410
10131,class7,0,1636
10132,class5,3577,621
10133,class4,0,0
10134,class1,3488,4826
10135,class1,3137,5365
10136,class3,5776,7048
10137,class7,62,628
10138,class7,801,405
10139,class7,575,17
10140,class1,1856,6705
10141,class4,8,56
10142,class6,3466,1063
10143,class3,8070,3465
10144,class1,3300,1874
10145,class4,5753,1922
10146,class2,2302,980
10147,class1,3692,2749
10148,class7,135,245
10149,class6,2338,193
10150,class6,2381,2114
10151,class1,3302,2996
10152,class6,3067,607
10153,class6,4105,7948
10154,class5,7120,1646
10155,class3,6657,2262
10156,class0,5737,682
10157,class1,3177,2061
10158,class6,3316,590
10159,class4,3692,8374
10160,class1,2692,2833
10161,class1,2461,3255
10162,class7,0,3957
10163,class3,4328,4407
10164,class3,2802,1247
10165,class5,3188,3716
10166,class4,1845,1554
10167,class3,6235,922
10168,class3,4631,5132
10169,class2,1159,1577
10170,class2,405,372
10171,class7,32,375
10172,class3,3428,12017
10173,class6,2397,4000
10174,class3,3055,2198
10175,class6,3058,1940
10176,class6,1206,1030
10177,class6,1538,48
10178,class6,3306,2287
10179,class6,1720,487
10180,class3,5731,3752
10181,class0,6489,793
10182,class3,0,240
10183,class1,2853,1901
10184,class3,7057,1943
10185,class7,557,48
10186,class1,3855,6120
10187,class1,2361,3791
10188,class2,847,2968
10189,class0,4903,937
10190,class6,2966,626
10191,class3,5256,3734
10192,class7,5,813
10193,class3,4293,7301
10194,class2,5091,1160
10195,class3,5238,798
10196,class1,2697,1590
10197,class1,2860,8368
10198,class6,2756,4127
10199,class1,4078,4043
10200,class4,2482,2364
10201,class6,2478,755
10202,class2,346,340
10203,class4,4214,5961
10204,class0,4176,708
10205,class6,2451,237
10206,class0,5290,1362
10207,class7,268,20
10208,class1,2169,3708
10209,class4,3803,252
10210,class3,5546,374
10211,class2,1979,250
10212,class7,337,997
10213,class5,4322,447
10214,class5,2931,398
10215,class7,13,121
10216,class3,5034,795
10217,class2,427,652
10218,class5,2684,137
10219,class3,7516,3272
10220,class3,2864,2926
10221,class1,2905,3789
10222,class3,9812,4566
10223,class6,2761,2927
10224,class2,228,1884
10225,class6,2713,4055
10226,class6,3041,1084
10227,class6,2781,4802
10228,class6,2292,1152
10229,class4,1570,2121
10230,class5,5575,2529
10231,class3,3132,2493
10232,class5,2555,2233
10233,class5,3400,2576
10234,class7,629,1262
10235,class1,2157,5313
10236,class5,1892,721
10237,class5,3008,517
10238,class1,3130,4075
10239,class0,6125,721
10240,class0,621,91
10241,class2,233,3634
10242,class1,3037,1057
10243,class5,1090,935
10244,class7,34,311
10245,class2,214,3454
10246,class6,2775,789
10247,class6,2100,833
10248,class0,5280,3048
10249,class6,2987,1459
10250,class3,6202,2723
10251,class2,273,525
10252,class3,6417,2413
10253,class2,195,4746
10254,class6,2817,286
10255,class7,29,381
10256,class6,3597,1583
10257,class1,3384,3837
10258,class6,3212,4761
10259,class6,2988,4765
10260,class0,4363,1466
10261,class3,4232,7302
10262,class3,3249,5581
10263,class3,6262,10072
10264,class3,2809,2798
10265,class6,3075,3199
10266,class7,341,251
10267,class6,2891,2076
10268,class6,3217,2308
10269,class3,0,0
10270,class7,4,787
10271,class1,4818,6998
10272,class7,528,769
10273,class2,2847,4134
10274,class6,3230,1483
10275,class4,5846,189
10276,class6,3296,1226
10277,class3,4708,1291
10278,class3,9827,1181
10279,class2,633,1573
10280,class0,5279,754
10281,class3,3428,3396
10282,class7,30,61
10283,class0,7743,1286
10284,class7,786,11
10285,class0,4227,1296
10286,class7,0,106
10287,class3,3763,8823
10288,class7,28,2041
10289,class6,3053,10227
10290,class2,1434,30
10291,class7,447,228
10292,class6,3320,185
10293,class7,54,98
10294,class7,38,2505
10295,class5,4851,3924
10296,class3,4712,1933
10297,class3,3995,6263
10298,class6,2197,1220
10299,class6,2519,3202
10300,class1,3295,1780
10301,class7,111,60
10302,class7,15,206
10303,class6,2813,198
10304,class7,0,117
10305,class0,7045,1618
10306,class7,87,592
10307,class1,3702,1909
10308,class4,3089,57
10309,class1,2922,4411
10310,class3,3917,9502
10311,class2,937,434
10312,class1,3361,8596
10313,class6,2162,1106
10314,class3,8190,3343
10315,class1,3247,3117
10316,class6,2277,2905
10317,class4,6031,1576
10318,class6,2867,1976
10319,class3,58,496
10320,class7,201,10
10321,class1,3780,3587
10322,class3,4863,133
10323,class5,543,286
10324,class6,2822,620
10325,class6,2127,723
10326,class3,2946,12037
10327,class3,5155,4860
10328,class7,879,63
10329,class0,4747,1709
10330,class6,2074,389
10331,class7,86,400
10332,class0,2920,738
10333,class6,2499,6898
10334,class0,6122,994
10335,class7,1,297
10336,class7,99,232
10337,class6,2767,366
10338,class6,2225,2371
10339,class6,3044,1794
10340,class1,226,126
10341,class0,5240,1683
10342,class6,2561,4069
10343,class7,17,230
10344,class6,2351,4832
10345,class3,4082,3497
10346,class2,266,1176
10347,class0,4901,1320
10348,class7,0,0
10349,class6,1804,6343
10350,class1,27,1534
10351,class1,2396,6918
10352,class7,288,19
10353,class6,2672,2307
10354,class1,3655,1693
10355,class5,1442,2430
10356,class2,580,3285
10357,class7,752,1163
10358,class6,3020,1029
10359,class6,3004,465
10360,class3,3969,5850
10361,class1,1608,10140
10362,class0,3465,2919
10363,class3,3686,4174
10364,class5,6295,2387
10365,class6,3384,233
10366,class7,16,263
10367,class4,0,0
10368,class2,1576,399
10369,class2,454,632
10370,class1,3417,5118
10371,class6,3400,2620
10372,class3,8603,602
10373,class5,5977,1800
10374,class7,218,223
10375,class3,7253,2637
10376,class7,92,393
10377,class5,2974,267
10378,class7,9,9
10379,class6,4397,2836
10380,class2,558,414
10381,class1,3224,5390
10382,class1,2862,3433
10383,class0,1773,3894
10384,class6,1516,920
10385,class0,5901,1627
10386,class2,231,7
10387,class2,774,2498
10388,class1,3092,6754
10389,class7,252,10489
10390,class6,3497,6316
10391,class6,353,15
10392,class3,3963,7289
10393,class2,1327,204
10394,class6,2598,1075
10395,class0,2380,839
10396,class0,7164,451
10397,class7,28,118
10398,class1,3145,3952
10399,class7,203,462
10400,class7,255,747
10401,class4,4790,195
10402,class5,3539,1310
10403,class1,3123,3191
10404,class1,3072,2685
10405,class1,3905,2617
10406,class6,2022,136
10407,class1,3454,6821
10408,class7,10,241
10409,class3,4524,2679
10410,class6,3152,1567
10411,class4,4239,179
10412,class5,4582,3041
10413,class1,4239,1087
10414,class3,4892,14184
10415,class1,2485,7444
10416,class6,2864,866
10417,class7,1,59
10418,class3,5326,1582
10419,class3,0,1005
10420,class1,0,155
10421,class3,3158,5972
10422,class1,3872,3232
10423,class0,4163,6518
10424,class0,5123,2920
10425,class0,6009,3264
10426,class6,4566,865
10427,class2,964,4518
10428,class7,375,2069
10429,class5,3074,1599
10430,class1,3417,3450
10431,class0,5748,1739
10432,class7,141,227
10433,class3,2688,1381
10434,class3,5890,2087
10435,class2,1074,219
10436,class5,3337,420
10437,class1,1330,1782
10438,class1,4257,2613
10439,class2,271,6697
10440,class7,38,433
10441,class3,6803,5215
10442,class1,3670,3572
10443,class7,253,2850
10444,class1,2951,4139
10445,class6,3650,624
10446,class3,8645,2719
10447,class2,2325,1335
10448,class1,3112,4182
10449,class7,403,690
10450,class5,5106,2686
10451,class6,2735,3548
10452,class6,2784,594
10453,class6,2356,1641
10454,class0,4694,1254
10455,class6,1788,2864
10456,class1,2620,4406
10457,class2,440,1521
10458,class1,3100,3803
10459,class1,716,4864
10460,class2,320,2272
10461,class2,786,332
10462,class1,5454,4685
10463,class1,4835,1754
10464,class6,2872,3714
10465,class1,2650,6306
10466,class0,4380,1045
10467,class3,2949,6430
10468,class7,3,489
10469,class3,5801,1237
10470,class7,68,89
10471,class0,5122,2929
10472,class3,4443,7393
10473,class1,3553,3717
10474,class1,4278,2666
10475,class3,4661,4607
10476,class7,241,15
10477,class6,2948,6460
10478,class4,4273,1303
10479,class4,5523,1348
10480,class7,733,29
10481,class3,5235,1836
10482,class0,7243,891
10483,class0,5168,1544
10484,class4,2899,4583
10485,class0,2660,7386
10486,class4,6401,175
10487,class1,3691,3760
10488,class5,8249,4644
10489,class1,2986,4425
10490,class6,2253,222
10491,class5,104,8
10492,class6,3821,2684
10493,class0,5014,1611
10494,class2,3324,1022
10495,class2,3345,311
10496,class6,2958,421
10497,class3,7,73
10498,class3,4033,1995
10499,class1,3097,4354
10500,class6,2342,212
10501,class7,0,227
10502,class1,2406,3957
10503,class2,213,189
10504,class6,2133,1760
10505,class0,3658,4559
10506,class1,4139,2312
10507,class5,2310,801
10508,class3,5327,5341
10509,class6,3322,1642
10510,class3,2635,2738
10511,class5,3691,1068
10512,class5,4521,2580
10513,class2,1090,652
10514,class3,3486,3346
10515,class7,3,87
10516,class3,5809,3175
10517,class6,3115,7228
10518,class7,86,314
10519,class7,0,71
10520,class6,2258,807
10521,class2,306,921
10522,class0,5021,4770
10523,class7,215,175
10524,class1,3455,6059
10525,class5,4410,272
10526,class7,508,1562
10527,class2,442,388
10528,class7,29,73
10529,class3,3735,2074
10530,class7,172,121
10531,class3,4369,2353
10532,class4,4628,1662
10533,class3,6027,1351
10534,class1,2417,6207
10535,class4,6354,113
10536,class1,3409,4372
10537,class6,4381,1333
10538,class7,527,518
10539,class5,2576,1807
10540,class1,3692,2470
10541,class4,3853,41
10542,class7,161,4683
10543,class3,3758,1190
10544,class0,8905,1112
10545,class3,4233,6341
10546,class1,2776,6452
10547,class1,3241,3912
10548,class1,3388,4207
10549,class4,2636,2529
10550,class7,1,445
10551,class1,3045,1647
10552,class7,36,533
10553,class1,3586,4617
10554,class3,0,2371
10555,class5,2357,1232
10556,class1,4097,4511
10557,class2,1243,442
10558,class6,2188,1147
10559,class6,2415,623
10560,class3,0,0
10561,class4,5679,127
10562,class4,4319,26
10563,class7,85,261
10564,class6,2327,234
10565,class2,164,3255
10566,class1,3110,2712
10567,class3,3647,8592
10568,class3,4778,7634
10569,class1,3417,5067
10570,class2,297,307
10571,class4,4307,1413
10572,class3,0,58
10573,class3,3947,4002
10574,class1,3060,5307
10575,class3,4805,2969
10576,class0,4086,3979
10577,class3,6159,4559
10578,class7,464,550
10579,class3,6483,877
10580,class1,4615,9538
10581,class6,3370,1463
10582,class7,49,143
10583,class5,3669,1298
10584,class3,3141,2399
10585,class5,1399,225
10586,class5,7090,2220
10587,class3,3355,6555
10588,class1,3492,1869
10589,class5,2346,234
10590,class2,2518,397
10591,class6,2952,1958
10592,class3,4418,4107
10593,class5,4858,2847
10594,class3,5049,3965
10595,class6,2156,3115
10596,class6,3239,1437
10597,class5,7095,1420
10598,class6,2748,220
10599,class6,1777,133
10600,class7,335,2794
10601,class3,4378,6295
10602,class3,2454,98
10603,class3,4698,5044
10604,class6,2633,496
10605,class4,4872,94
10606,class1,4870,936
10607,class2,206,1894
10608,class6,2514,817
10609,class6,1897,1759
10610,class1,2706,3854
10611,class7,375,383
10612,class4,2794,671
10613,class3,4214,3412
10614,class4,3533,11
10615,class6,3168,1365
10616,class6,3570,473
10617,class6,2090,1976
10618,class7,23,313
10619,class6,2138,541
10620,class7,694,4714
10621,class6,1862,2598
10622,class2,4715,662
10623,class3,4223,4653
10624,class0,4714,3793
10625,class7,421,0
10626,class4,2483,1067
10627,class1,3566,5829
10628,class7,146,783
10629,class4,2482,1290
10630,class7,1,415
10631,class1,2991,3440
10632,class7,617,863
10633,class1,3012,3907
10634,class6,2361,330
10635,class1,4396,3352
10636,class3,2773,1867
10637,class7,13,269
10638,class2,217,1856
10639,class7,316,62
10640,class1,2074,2498
10641,class5,7159,974
10642,class6,3968,703
10643,class7,303,243
10644,class6,3558,3393
10645,class4,1147,91
10646,class2,457,824
10647,class1,2209,2623
10648,class3,4657,873
10649,class0,4261,825
10650,class7,602,2594
10651,class0,4975,1564
10652,class3,4014,782
10653,class3,3212,1571
10654,class1,3306,5556
10655,class0,50,0
10656,class5,0,0
10657,class4,3559,2864
10658,class6,3432,7624
10659,class1,2063,3342
10660,class6,3231,635
10661,class1,3425,3346
10662,class1,3397,2042
10663,class6,3066,6888
10664,class7,0,531
10665,class3,6430,1464
10666,class6,2511,766
10667,class4,7060,491
10668,class0,4133,2319
10669,class3,4542,7959
10670,class6,3367,622
10671,class7,261,1351
10672,class4,3538,1905
10673,class1,3130,2441
10674,class2,2000,172
10675,class3,3722,5525
10676,class0,6955,1423
10677,class2,357,1116
10678,class6,2556,8206
10679,class6,3145,1037
10680,class6,2752,2932
10681,class3,3121,3264
10682,class3,3521,2866
10683,class1,3042,6349
10684,class1,2683,1891
10685,class7,247,40
10686,class7,34,112
10687,class5,3235,2096
10688,class6,3686,6835
10689,class1,3787,3365
10690,class6,3853,963
10691,class1,3664,4638
10692,class7,68,254
10693,class3,3640,583
10694,class7,143,366
10695,class6,2668,311
10696,class6,2188,5163
10697,class5,3890,2647
10698,class3,6454,10512
10699,class0,7609,2261
10700,class1,3119,3367
10701,class3,3582,2096
10702,class3,4756,1652
10703,class1,3559,5395
10704,class6,2290,5882
10705,class1,4404,1597
10706,class4,4452,2236
10707,class6,3294,562
10708,class4,2416,594
10709,class1,952,2976
10710,class2,623,183
10711,class3,3819,2998
10712,class5,5599,886
10713,class0,1489,1092
10714,class1,3375,2285
10715,class7,234,290
10716,class1,3048,2663
10717,class2,228,1081
10718,class6,2254,2541
10719,class1,3239,2571
10720,class6,3799,644
10721,class6,1934,4498
10722,class6,3855,5196
10723,class3,3931,403
10724,class6,2012,609
10725,class7,24,128
10726,class1,3056,4785
10727,class4,3987,46
10728,class6,2366,1958
10729,class0,7375,2903
10730,class5,5664,6871
10731,class7,263,787
10732,class1,2646,4409
10733,class0,4072,1829
10734,class1,3734,3605
10735,class6,2958,1180
10736,class1,2303,2723
10737,class6,1869,2477
10738,class4,7296,1940
10739,class4,4159,2017
10740,class6,2613,1843
10741,class2,208,508
10742,class2,50,0
10743,class7,356,21
10744,class6,3180,5708
10745,class2,718,1932
10746,class1,3585,6537
10747,class1,1979,3629
10748,class4,3993,165
10749,class7,8,143
10750,class3,4752,4759
10751,class4,768,2043
10752,class6,2360,1068
10753,class3,3099,2153
10754,class5,5937,1155
10755,class5,7650,3797
10756,class6,2244,1131
10757,class1,3658,2619
10758,class7,276,109
10759,class6,3621,6929
10760,class3,4899,1272
10761,class0,5,6
10762,class1,0,39
10763,class6,2530,2305
10764,class3,3679,2176
10765,class6,1635,546
10766,class1,4632,2168
10767,class7,99,261
10768,class6,2082,9293
10769,class4,1187,2629
10770,class1,3626,3744
10771,class3,3930,2241
10772,class6,3601,1565
10773,class3,5022,2660
10774,class7,304,201
10775,class7,317,24
10776,class5,2784,665
10777,class2,1643,2891
10778,class3,5387,1755
10779,class2,2138,46
10780,class3,3721,2451
10781,class3,3313,1305
10782,class1,1914,7888
10783,class6,2449,2989
10784,class3,6817,3048
10785,class1,3582,2988
10786,class5,2337,2993
10787,class4,2383,111
10788,class0,3096,6750
10789,class3,5358,2850
10790,class4,5645,143
10791,class5,2797,1942
10792,class3,3984,1999
10793,class4,1476,5551
10794,class3,3683,5137
10795,class3,6427,975
10796,class7,217,73
10797,class6,3744,1995
10798,class1,4458,2537
10799,class6,3432,2687
10800,class4,6491,556
10801,class7,125,281
10802,class1,1466,3044
10803,class1,4181,4290
10804,class7,30,414
10805,class1,1547,9460
10806,class0,6077,1199
10807,class1,3416,3983
10808,class4,4057,82
10809,class2,294,6716
10810,class7,69,53
10811,class1,9,655
